y	x	key	showSelected1
251.217149096051	1	1	1
236.823146597092	2	1	2
223.028894202257	3	1	3
209.834391911545	4	1	4
197.239639724956	5	1	5
185.24463764249	6	1	6
173.849385664148	7	1	7
163.053883789929	8	1	8
152.858132019833	9	1	9
143.26213035386	10	1	10
134.265878792011	11	1	11
125.869377334285	12	1	12
118.072625980683	13	1	13
110.875624731203	14	1	14
104.278373585847	15	1	15
98.2808725446144	16	1	16
92.8831216075048	17	1	17
88.0851207745186	18	1	18
83.8868700456556	19	1	19
80.2883694209159	20	1	20
77.2896189002995	21	1	21
74.8906184838064	22	1	22
73.0913681714366	23	1	23
71.89186796319	24	1	24
71.2921178590667	25	1	25
71.2921178590667	26	1	26
71.89186796319	27	1	27
73.0913681714366	28	1	28
74.8906184838064	29	1	29
77.2896189002996	30	1	30
80.288369420916	31	1	31
83.8868700456557	32	1	32
88.0851207745186	33	1	33
92.8831216075049	34	1	34
98.2808725446145	35	1	35
104.278373585847	36	1	36
110.875624731203	37	1	37
118.072625980683	38	1	38
125.869377334285	39	1	39
134.265878792011	40	1	40
143.262130353861	41	1	41
152.858132019833	42	1	42
163.053883789929	43	1	43
173.849385664148	44	1	44
185.24463764249	45	1	45
197.239639724956	46	1	46
209.834391911545	47	1	47
223.028894202257	48	1	48
236.823146597093	49	1	49
251.217149096052	50	1	50
